body,quantity,value,unit,source,url,retrieved,note,sigma
Alpha Centauri A,radius,8.4738e8,m,Akeson et al. (2021) AJ 162 14 - Precision Millimeter Astrometry of the Alpha Centauri AB System (via device-collected record),https://doi.org/10.3847/1538-3881/abfaff,2026-08-25,"Table 8: 1.2175 +/- 0.0055 R_sun x 6.96e8 m (this repo's committed solar-radius value, row `Sun,radius`). sigma_primary=unverified; intake 2026-09-14. sigma transcribed at the 2026-09-14 intake from the observation record provided by the original hypothesis author: 1.2175 +/- 0.0055 R_sun (x 6.96e8 m (committed solar-radius value, row Sun|radius)) - Akeson et al. 2021, AJ 162, 14. The value of this row is unchanged.",3.828e6
Alpha Centauri A,rotation_period,1373760,s,Bhattacharyya et al. (2026) AJ 172 27 - Near UV Stellar Activity of the Alpha Centauri AB Star System (via device-collected record),https://arxiv.org/abs/2605.24288,2026-08-25,"CUTE 2024 Mg II rotational modulation: 15.9 +/- 1.67 d x 86400 s/d. The paper's overall conclusion spans ~15-20 d (CUTE 2025: 17.5 d; IUE 1995: 18.75 d) - the sharpest single-campaign value is adopted. DOI: https://doi.org/10.3847/1538-3881/ae6db0",
Alpha Centauri B,mass,1.8079442e30,kg,Akeson et al. (2021) AJ 162 14 - Precision Millimeter Astrometry of the Alpha Centauri AB System (via device-collected record),https://doi.org/10.3847/1538-3881/abfaff,2026-08-25,"Table 8: 0.9092 +/- 0.0025 M_sun x 1.9885e30 kg (committed solar-mass value). sigma_primary=unverified; intake 2026-09-14. sigma transcribed at the 2026-09-14 intake from the observation record provided by the original hypothesis author: 0.9092 +/- 0.0025 M_sun (x 1.9885e30 kg (committed solar-mass value, row Sun|mass)) - Akeson et al. 2021, AJ 162, 14. The value of this row is unchanged.",4.97125e27
Alpha Centauri B,radius,5.979336e8,m,Akeson et al. (2021) AJ 162 14 - Precision Millimeter Astrometry of the Alpha Centauri AB System (via device-collected record),https://doi.org/10.3847/1538-3881/abfaff,2026-08-25,"Table 8: 0.8591 +/- 0.0036 R_sun x 6.96e8 m (committed solar-radius value). sigma_primary=unverified; intake 2026-09-14. sigma transcribed at the 2026-09-14 intake from the observation record provided by the original hypothesis author: 0.8591 +/- 0.0036 R_sun (x 6.96e8 m (committed solar-radius value, row Sun|radius)) - Akeson et al. 2021, AJ 162, 14. The value of this row is unchanged.",2.5056e6
Alpha Centauri B,rotation_period,3130272,s,DeWarf et al. (2010) ApJ 722 343 - X-Ray FUV and UV Observations of Alpha Centauri B (via device-collected record),https://arxiv.org/abs/1009.1652,2026-08-25,"36.23 +/- 1.35 d x 86400 s/d. DOI: https://doi.org/10.1088/0004-637X/722/1/343",
Alpha Centauri B,semi_major_axis,3.4854808e12,m,Akeson et al. (2021) AJ 162 14 - Precision Millimeter Astrometry of the Alpha Centauri AB System (via device-collected record),https://doi.org/10.3847/1538-3881/abfaff,2026-08-25,"AB relative orbit. Table 8: a = 17.4930 +/- 0.0096 arcsec / parallax 750.81 +/- 0.38 mas = 23.299 AU (derived in the record, not a direct Table 8 entry) x 1.495978707e11 m/au (IAU 2012 exact definition - a unit conversion, not an observation). PROPAGATED, not printed: a_ang 17.4930 +/- 0.0096 arcsec and parallax 750.81 +/- 0.38 mas combined in quadrature (relative 7.4654e-4) - an arithmetic propagation performed in this record, NOT an uncertainty printed in Table 8. sigma_primary=unverified. SIGMA COLUMN (added in wave 251c): the last column of this file carries the OBSERVATIONAL uncertainty of this row in the SAME UNIT as the value column. sigma_primary=verified means the number is the uncertainty printed in the cited primary table (as already transcribed into this note at intake) and this row carries no UNVERIFIED flag against it; sigma_primary=unverified means it was derived by propagation rather than printed, or the row/value is flagged unverified or disagrees with another transcription of the same table. An empty sigma cell means no uncertainty is recorded - never that the uncertainty is zero. sigma_kind=covariance; sigma_propagated=the angular semimajor axis and the parallax combined in quadrature - this is an arithmetic propagation performed in the record and NOT a 1-sigma printed in the cited table; the mark stays unverified for this reason",2.6021e9
Alpha Centauri B,eccentricity,0.51947,1,Akeson et al. (2021) AJ 162 14 - Precision Millimeter Astrometry of the Alpha Centauri AB System (via device-collected record),https://doi.org/10.3847/1538-3881/abfaff,2026-08-25,"AB relative orbit. Table 8: e = 0.51947 +/- 0.00015. Akeson et al. (2021) Table 8 の e = 0.51947 +/- 0.00015. sigma_primary=verified. SIGMA COLUMN (added in wave 251c): the last column of this file carries the OBSERVATIONAL uncertainty of this row in the SAME UNIT as the value column. sigma_primary=verified means the number is the uncertainty printed in the cited primary table (as already transcribed into this note at intake) and this row carries no UNVERIFIED flag against it; sigma_primary=unverified means it was derived by propagation rather than printed, or the row/value is flagged unverified or disagrees with another transcription of the same table. An empty sigma cell means no uncertainty is recorded - never that the uncertainty is zero.; verified_by=原仮定者 2026-09-16; verified_at=Akeson et al. 2021 AJ 162 14 Table 8 Eccentricity Present work column; verified_value=0.51947 +/- 0.00015; confirmation_round=2 (second confirmation record of the original hypothesis author 2026-09-17; it gives the primary table / column / printed digits; the value and the sigma of this row were re-derived from the printed record by tests/exp-w267a-confirm2.mjs and reproduced; same_as_row=182 - the second confirmation record states this row has the same table and the same value as rows 181/182 which were verified in wave 266a)",1.5e-4
Alpha Centauri B,orbital_period,2.5170973e9,s,Akeson et al. (2021) AJ 162 14 - Precision Millimeter Astrometry of the Alpha Centauri AB System (via device-collected record),https://doi.org/10.3847/1538-3881/abfaff,2026-08-25,"AB relative orbit. Table 8: P = 79.762 +/- 0.019 yr x 3.15576e7 s/yr (Julian year 365.25 d - a unit convention, not an observation). Kepler consistency: a^3/P^2 with G=6.674e-11 gives M_total 3.952e30 kg vs the transcribed sum 3.9531e30 kg (~0.03%). Akeson et al. (2021) Table 8 の P = 79.762 +/- 0.019 yr の +/- を秒へ換算 (0.019 x 3.15576e7). sigma_primary=verified. SIGMA COLUMN (added in wave 251c): the last column of this file carries the OBSERVATIONAL uncertainty of this row in the SAME UNIT as the value column. sigma_primary=verified means the number is the uncertainty printed in the cited primary table (as already transcribed into this note at intake) and this row carries no UNVERIFIED flag against it; sigma_primary=unverified means it was derived by propagation rather than printed, or the row/value is flagged unverified or disagrees with another transcription of the same table. An empty sigma cell means no uncertainty is recorded - never that the uncertainty is zero.; verified_by=原仮定者 2026-09-16; verified_at=Akeson et al. 2021 AJ 162 14 Table 8 Period (yr) Present work column; verified_value=79.762 +/- 0.019 yr; confirmation_round=2 (second confirmation record of the original hypothesis author 2026-09-17; it gives the primary table / column / printed digits; the value and the sigma of this row were re-derived from the printed record by tests/exp-w267a-confirm2.mjs and reproduced; same_as_row=181 - same table and same value as rows 181/182 (this row carries the value rounded to 6 significant figures; the relative difference to 79.762 yr x 3.15576e7 s/yr is 3.5e-9))",599594.4
Sirius A,mass,4.1022755e30,kg,Bond et al. (2017) ApJ 840 70 - The Sirius System and its Astrophysical Puzzles: HST and Ground-Based Astrometry (via device-collected record),https://doi.org/10.3847/1538-4357/aa6af8,2026-08-27,"2.063 +/- 0.023 M_sun x 1.9885e30 kg (this repo's committed solar-mass value, row `Sun,mass`). arXiv: https://arxiv.org/abs/1703.10625 sigma_primary=unverified; intake 2026-09-14. sigma transcribed at the 2026-09-14 intake from the observation record provided by the original hypothesis author: 2.063 +/- 0.023 M_sun (x 1.9885e30 kg (committed solar-mass value, row Sun|mass)) - Bond et al. 2017, ApJ 840, 70. The value of this row is unchanged.",4.57355e28
Sirius A,radius,1.1932224e9,m,Bond et al. (2017) ApJ 840 70 - The Sirius System and its Astrophysical Puzzles: HST and Ground-Based Astrometry (via device-collected record),https://doi.org/10.3847/1538-4357/aa6af8,2026-08-27,"1.7144 +/- 0.0090 R_sun x 6.96e8 m (committed solar-radius value). Interferometric radius (Davis et al. 2011) refined with the paper's adopted parallax. Rotation is NOT transcribed: only v sin i = 16.3 +/- 0.1 km/s is measured (Takeda 2020); P_rot is undetermined (derived range ~2.17-5.42 d) - spin is declared 0. sigma_primary=unverified; intake 2026-09-14. sigma transcribed at the 2026-09-14 intake from the observation record provided by the original hypothesis author: 1.7144 +/- 0.0090 R_sun (x 6.96e8 m (committed solar-radius value, row Sun|radius)) - Bond et al. 2017, ApJ 840, 70. The value of this row is unchanged.",6.264e6
Sirius B,mass,2.024293e30,kg,Bond et al. (2017) ApJ 840 70 - The Sirius System and its Astrophysical Puzzles: HST and Ground-Based Astrometry (via device-collected record),https://doi.org/10.3847/1538-4357/aa6af8,2026-08-27,"1.018 +/- 0.011 M_sun x 1.9885e30 kg (committed solar-mass value). White dwarf. sigma_primary=unverified; intake 2026-09-14. sigma transcribed at the 2026-09-14 intake from the observation record provided by the original hypothesis author: 1.018 +/- 0.011 M_sun (x 1.9885e30 kg (committed solar-mass value, row Sun|mass)) - Bond et al. 2017, ApJ 840, 70. The value of this row is unchanged.",2.18735e28
Sirius B,radius,5.636208e6,m,Bond et al. (2017) ApJ 840 70 - The Sirius System and its Astrophysical Puzzles: HST and Ground-Based Astrometry (via device-collected record),https://doi.org/10.3847/1538-4357/aa6af8,2026-08-27,"0.008098 +/- 0.000046 R_sun x 6.96e8 m (committed solar-radius value). White-dwarf radius - far below the app's range floor (0.01 units at L=10); the build raises it to the floor with a declared idealization (display radius and drag field only - dynamics are governed by mass). Rotation is NOT transcribed: no modern direct spin measurement exists (Thejll & Shipman 1986 give a model-dependent 0-600 km/s) - spin is declared 0. sigma_primary=unverified; intake 2026-09-14. sigma transcribed at the 2026-09-14 intake from the observation record provided by the original hypothesis author: 0.008098 +/- 0.000046 R_sun (x 6.96e8 m (committed solar-radius value, row Sun|radius)) - Bond et al. 2017, ApJ 840, 70. The value of this row is unchanged.",3.2016e4
Sirius B,semi_major_axis,2.95946476e12,m,Bond et al. (2017) ApJ 840 70 - The Sirius System and its Astrophysical Puzzles: HST and Ground-Based Astrometry (via device-collected record),https://doi.org/10.3847/1538-4357/aa6af8,2026-08-27,"AB relative orbit. a_ang = 7.4957 +/- 0.0025 arcsec / adopted parallax 378.9 +/- 1.4 mas = 19.7828 AU (derived in the record) x 1.495978707e11 m/au (IAU 2012 exact definition - a unit conversion, not an observation). PROPAGATED, not printed: a_ang 7.4957 +/- 0.0025 arcsec and adopted parallax 378.9 +/- 1.4 mas combined in quadrature (relative 3.7099e-3) - an arithmetic propagation performed in this record, NOT an uncertainty printed in the paper. sigma_primary=unverified. SIGMA COLUMN (added in wave 251c): the last column of this file carries the OBSERVATIONAL uncertainty of this row in the SAME UNIT as the value column. sigma_primary=verified means the number is the uncertainty printed in the cited primary table (as already transcribed into this note at intake) and this row carries no UNVERIFIED flag against it; sigma_primary=unverified means it was derived by propagation rather than printed, or the row/value is flagged unverified or disagrees with another transcription of the same table. An empty sigma cell means no uncertainty is recorded - never that the uncertainty is zero. sigma_kind=covariance; sigma_propagated=the angular semimajor axis and the parallax combined in quadrature - this is an arithmetic propagation performed in the record and NOT a 1-sigma printed in the cited table; the mark stays unverified for this reason",1.09794e10
Sirius B,eccentricity,0.59142,1,Bond et al. (2017) ApJ 840 70 - The Sirius System and its Astrophysical Puzzles: HST and Ground-Based Astrometry (via device-collected record),https://doi.org/10.3847/1538-4357/aa6af8,2026-08-27,"AB relative orbit. e = 0.59142 +/- 0.00037. Bond et al. (2017) の e = 0.59142 +/- 0.00037. sigma_primary=verified. SIGMA COLUMN (added in wave 251c): the last column of this file carries the OBSERVATIONAL uncertainty of this row in the SAME UNIT as the value column. sigma_primary=verified means the number is the uncertainty printed in the cited primary table (as already transcribed into this note at intake) and this row carries no UNVERIFIED flag against it; sigma_primary=unverified means it was derived by propagation rather than printed, or the row/value is flagged unverified or disagrees with another transcription of the same table. An empty sigma cell means no uncertainty is recorded - never that the uncertainty is zero.; same_table_as_verified_row=195 (pending explicit confirmation - the second confirmation record names only rows 181/182 as same-table same-value so the mark on this row is NOT changed); verified_by=原仮定者 2026-09-16; verified_at=Table 4 Eccentricity e; verified_value=0.59142 +/- 0.00037; same_mark_as=195 (author 2026-09-17: same mark allowed - row 195 transcribes the SAME value and the SAME sigma from the same Bond et al. 2017 Table 4 and the author confirmed it on 2026-09-16, so the confirmer date carried here is that row's date. The pending note same_table_as_verified_row=195 above is resolved by the third confirmation record and is kept as history. The mark of THIS row was already verified before this wave - what the copy adds is the X7 confirmer fields, not a new mark); confirmation_round=3",3.7e-4
Sirius B,orbital_period,1.581932e9,s,Bond et al. (2017) ApJ 840 70 - The Sirius System and its Astrophysical Puzzles: HST and Ground-Based Astrometry (via device-collected record),https://doi.org/10.3847/1538-4357/aa6af8,2026-08-27,"AB relative orbit. P = 50.1284 +/- 0.0043 yr x 3.15576e7 s/yr (Julian year - a unit convention, not an observation). Kepler consistency: 4pi^2 a^3/(G P^2) with G=6.674e-11 gives M_total 6.1269e30 kg vs the transcribed sum 6.1266e30 kg (~0.006%). Bond et al. (2017) の P = 50.1284 +/- 0.0043 yr の +/- を秒へ換算 (0.0043 x 3.15576e7). sigma_primary=verified. SIGMA COLUMN (added in wave 251c): the last column of this file carries the OBSERVATIONAL uncertainty of this row in the SAME UNIT as the value column. sigma_primary=verified means the number is the uncertainty printed in the cited primary table (as already transcribed into this note at intake) and this row carries no UNVERIFIED flag against it; sigma_primary=unverified means it was derived by propagation rather than printed, or the row/value is flagged unverified or disagrees with another transcription of the same table. An empty sigma cell means no uncertainty is recorded - never that the uncertainty is zero.; same_table_as_verified_row=194 (pending explicit confirmation - the second confirmation record names only rows 181/182 as same-table same-value so the mark on this row is NOT changed); rounding_difference_vs_row_194=4.16 s (noted 2026-09-17: this row carries 1.581932e9 s - the product 50.1284 yr x 3.15576e7 s/yr rounded to seven significant digits - while row 194 carries 1581931995.84 s from the same Bond et al. 2017 table. The two transcriptions are 4.16 s apart, which is 3.07e-5 of the 1-sigma 135697.68 s that both rows carry, so they are NOT the same printed digits and must not be described as one identical value. Neither value is changed and no mark is changed by this note); verified_by=原仮定者 2026-09-16; verified_at=Table 4 Orbital period P (year); verified_value=50.1284 +/- 0.0043 yr; same_mark_as=194 (author 2026-09-17: same mark allowed - row 194 transcribes the same Bond et al. 2017 Table 4 record and the author confirmed it on 2026-09-16, so the confirmer date carried here is that row's date. The two rows are NOT bit-identical: the rounding_difference_vs_row_194=4.16 s note above stands unchanged and this row keeps its seven-significant-digit transcription. The pending note same_table_as_verified_row=194 above is resolved by the third confirmation record and is kept as history. The mark of THIS row was already verified before this wave - what the copy adds is the X7 confirmer fields, not a new mark); confirmation_round=3",135697.68
